date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:19:36	74024/74024	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:41%20GMT	http://marakana.com/bookshelf/jboss_admin_tutorial/web_tier.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/web_tier.html	(from )
20:19:38	50372/50372	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:43%20GMT	http://marakana.com/bookshelf/jboss_admin_tutorial/jndi.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/jndi.html	(from )
20:19:38	50915/50915	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:44%20GMT	http://marakana.com/bookshelf/jboss_admin_tutorial/javamail.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/javamail.html	(from )
20:19:41	75151/75151	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:46%20GMT	http://marakana.com/bookshelf/jboss_admin_tutorial/jms.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/jms.html	(from )
20:19:42	78336/78336	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:47%20GMT	http://marakana.com/bookshelf/jboss_admin_tutorial/ejb.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/ejb.html	(from )
20:19:43	57973/57973	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:49%20GMT	http://marakana.com/bookshelf/jboss_admin_tutorial/web_services.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/web_services.html	(from )
20:19:45	80435/80435	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:50%20GMT	http://marakana.com/bookshelf/jboss_admin_tutorial/jmx.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/jmx.html	(from )
20:19:46	70208/70208	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:51%20GMT	http://marakana.com/bookshelf/jboss_admin_tutorial/class_loading.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/class_loading.html	(from )
20:19:48	60967/60967	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:53%20GMT	http://marakana.com/bookshelf/jboss_admin_tutorial/database_integration.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/database_integration.html	(from )
20:19:50	101508/101508	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:54%20GMT	http://marakana.com/bookshelf/jboss_admin_tutorial/security.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/security.html	(from )
20:19:50	56273/56273	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:56%20GMT	http://marakana.com/bookshelf/jboss_admin_tutorial/performance.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/performance.html	(from )
20:19:53	31511/31511	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:59%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/index.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/index.html	(from )
20:19:54	100425/100425	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:49:58%20GMT	http://marakana.com/bookshelf/jboss_admin_tutorial/high_availability_and_scalability.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/high_availability_and_scalability.html	(from )
20:19:56	237568/237568	---M--	200	added ('OK')	image/png	etag:%22ae0b2-3a000-48bd7622a2000%22	http://marakana.com/bookshelf/common/images/javaee_architecture.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/common/images/javaee_architecture.png	(from )
20:19:56	58035/58035	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:50:01%20GMT	http://marakana.com/bookshelf/jquery_tutorial/index.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jquery_tutorial/index.html	(from )
20:19:56	226376/226376	---M--	200	added ('OK')	image/png	etag:%22ae0b3-37448-48bd77c63fe00%22	http://marakana.com/bookshelf/common/images/javaee_distributed_architecture.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/common/images/javaee_distributed_architecture.png	(from )
20:19:56	47206/47206	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:50:02%20GMT	http://marakana.com/bookshelf/html5_tutorial/index.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/html5_tutorial/index.html	(from )
20:19:57	54106/54106	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:50:04%20GMT	http://marakana.com/bookshelf/java_fundamentals_tutorial/index.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/java_fundamentals_tutorial/index.html	(from )
20:19:57	28523/28523	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:50:04%20GMT	http://marakana.com/bookshelf/selenium_tutorial/index.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/selenium_tutorial/index.html	(from )
20:19:59	722/722	---M--	200	added ('OK')	image/png	etag:%22a20ed-2d2-436094419f500%22	http://marakana.com/bookshelf/images/important.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/important.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:20:07	36541/36541	---M--	200	added ('OK')	image/png	etag:%22cc2bf-8ebd-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/JBoss_Status.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/JBoss_Status.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:20:43	215628/215628	---M--	200	added ('OK')	image/png	etag:%22ae0b7-34a4c-48bd7e26f0a00%22	http://marakana.com/bookshelf/common/images/web_application_technologies.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/common/images/web_application_technologies.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:20:45	336674/336674	---M--	200	added ('OK')	image/png	etag:%22cc2c0-52322-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/JBossArchitecture-4.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/JBossArchitecture-4.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:20:48	287821/287821	---M--	200	added ('OK')	image/png	etag:%22cc2b2-4644d-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/J2EEDeploymentLifeCycle.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/J2EEDeploymentLifeCycle.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:18	179466/179466	---M--	200	added ('OK')	image/png	etag:%22cc2c6-2bd0a-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/JMSArhitecture.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/JMSArhitecture.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:18	527254/527254	---M--	200	added ('OK')	image/png	etag:%22cc2c1-80b96-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/JBossArchitecture-5.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/JBossArchitecture-5.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:24	240776/240776	---M--	200	added ('OK')	image/png	etag:%22cc2c7-3ac88-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/JMSUsageScenario.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/JMSUsageScenario.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:25	329/329	---M--	200	added ('OK')	image/png	etag:%22a209f-149-436094419f500%22	http://marakana.com/bookshelf/images/callouts/1.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/callouts/1.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:25	269120/269120	---M--	200	added ('OK')	image/png	etag:%22ae0b1-41b40-48bd7e4d16400%22	http://marakana.com/bookshelf/common/images/cgi_vs_servlet.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/common/images/cgi_vs_servlet.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:26	353/353	---M--	200	added ('OK')	image/png	etag:%22a20b8-161-436094419f500%22	http://marakana.com/bookshelf/images/callouts/2.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/callouts/2.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:26	350/350	---M--	200	added ('OK')	image/png	etag:%22a20c5-15e-436094419f500%22	http://marakana.com/bookshelf/images/callouts/3.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/callouts/3.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:27	345/345	---M--	200	added ('OK')	image/png	etag:%22a20c9-159-436094419f500%22	http://marakana.com/bookshelf/images/callouts/4.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/callouts/4.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:27	348/348	---M--	200	added ('OK')	image/png	etag:%22a20cc-15c-436094419f500%22	http://marakana.com/bookshelf/images/callouts/5.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/callouts/5.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:28	355/355	---M--	200	added ('OK')	image/png	etag:%22a20cf-163-436094419f500%22	http://marakana.com/bookshelf/images/callouts/6.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/callouts/6.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:33	24487/24487	---M--	200	added ('OK')	image/png	etag:%22cc2a9-5fa7-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/ejb-lifecycle-slsb.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/ejb-lifecycle-slsb.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:39	148964/148964	---M--	200	added ('OK')	image/png	etag:%22cc2cf-245e4-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/PTP-JMS.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/PTP-JMS.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:40	41399/41399	---M--	200	added ('OK')	image/png	etag:%22cc2a8-a1b7-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/ejb-lifecycle-sfsb.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/ejb-lifecycle-sfsb.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:43	19364/19364	---M--	200	added ('OK')	image/png	etag:%22cc2a7-4ba4-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/ejb-lifecycle-mdb.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/ejb-lifecycle-mdb.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:21:43	173531/173531	---M--	200	added ('OK')	image/png	etag:%22cc2d0-2a5db-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/PublishSubscribe-JMS.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/PublishSubscribe-JMS.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:05	156819/156819	---M--	200	added ('OK')	image/png	etag:%22cc2d5-26493-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/WebServicesHTTPXMLArchitecture.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/WebServicesHTTPXMLArchitecture.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:14	184119/184119	---M--	200	added ('OK')	image/png	etag:%22ae0b4-2cf37-48d022faa8d00%22	http://marakana.com/bookshelf/common/images/JMXArchitecture.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/common/images/JMXArchitecture.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:20	229259/229259	---M--	200	added ('OK')	image/png	etag:%22cc2d4-37f8b-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/WebServicesArchitecture.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/WebServicesArchitecture.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:23	47504/47504	---M--	200	added ('OK')	image/png	etag:%22cc2cb-b990-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/JMXConsoleHome.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/JMXConsoleHome.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:26	372697/372697	---M--	200	added ('OK')	image/png	etag:%22cc2b1-5afd9-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/J2EEContainers.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/J2EEContainers.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:26	19935/19935	---M--	200	added ('OK')	image/png	etag:%22cc2a2-4ddf-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/AdminConsoleHome.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/AdminConsoleHome.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:27	42920/42920	---M--	200	added ('OK')	image/png	etag:%22cc2d3-a7a8-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/WebConsoleHome.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/WebConsoleHome.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:42	65840/65840	---M--	200	added ('OK')	image/png	etag:%22cc2ca-10130-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/jmx-webconsole-snapshot.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/jmx-webconsole-snapshot.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:44	344/344	---M--	200	added ('OK')	image/png	etag:%22a20d2-158-436094419f500%22	http://marakana.com/bookshelf/images/callouts/7.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/callouts/7.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:44	130812/130812	---M--	200	added ('OK')	image/png	etag:%22cc2c9-1fefc-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/jmx-webconsole-monitoring.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/jmx-webconsole-monitoring.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:45	289896/289896	---M--	200	added ('OK')	image/png	etag:%22cc2c2-46c68-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/JBossJMXArchitecture.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/JBossJMXArchitecture.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:45	99369/99369	---M--	200	added ('OK')	image/png	etag:%22cc2c8-18429-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/jmx-jconsole.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/jmx-jconsole.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:48	30047/30047	---M--	200	added ('OK')	image/png	etag:%22cc2b0-755f-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/HighAvailability-JBossGroups.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/HighAvailability-JBossGroups.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:53	24327/24327	---M--	200	added ('OK')	image/png	etag:%22cc2a5-5f07-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/ClusteringArchitecture-SmartProxy.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/ClusteringArchitecture-SmartProxy.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:54	357/357	---M--	200	added ('OK')	image/png	etag:%22a20d5-165-436094419f500%22	http://marakana.com/bookshelf/images/callouts/8.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/callouts/8.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:55	357/357	---M--	200	added ('OK')	image/png	etag:%22a20d8-165-436094419f500%22	http://marakana.com/bookshelf/images/callouts/9.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/callouts/9.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:56	361/361	---M--	200	added ('OK')	image/png	etag:%22a20a2-169-436094419f500%22	http://marakana.com/bookshelf/images/callouts/10.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/callouts/10.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:57	1241/1241	---M--	200	added ('OK')	image/png	etag:%22a2105-4d9-436094419f500%22	http://marakana.com/bookshelf/images/warning.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/warning.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:22:59	29149/29149	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:05%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/types.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/types.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:00	449/449	---M--	200	added ('OK')	image/png	etag:%22a20fb-1c1-436094419f500%22	http://marakana.com/bookshelf/images/tip.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/images/tip.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:01	36051/36051	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:08%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/table_of_contents.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/table_of_contents.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:04	32030/32030	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:10%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/variables.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/variables.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:06	37347/37347	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:12%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/simple_expressions.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/simple_expressions.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:09	52020/52020	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:14%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/advanced_types_containers.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/advanced_types_containers.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:11	29072/29072	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:17%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/more_iteration.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/more_iteration.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:13	36644/36644	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:19%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/functions.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/functions.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:15	29466/29466	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:21%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/exceptions.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/exceptions.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:18	35998/35998	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:23%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/code_organization.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/code_organization.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:20	33314/33314	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:26%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/working_with_files.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/working_with_files.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:20	259636/259636	---M--	200	added ('OK')	image/png	etag:%22cc2d1-3f634-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/SimpleArchitecture.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/SimpleArchitecture.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:21	222709/222709	---M--	200	added ('OK')	image/png	etag:%22cc2a4-365f5-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/ApacheJBossSimpleArchitecture.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/ApacheJBossSimpleArchitecture.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:21	30159/30159	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:28%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/interaction_with_outside_world.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/interaction_with_outside_world.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:22	31214/31214	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:29%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/regular_expressions.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/regular_expressions.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:23	46161/46161	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:30%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/functional_programming.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/functional_programming.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:24	36722/36722	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:30%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/advanced_iterations.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/advanced_iterations.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:27	32255/32255	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:34%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/debugging_tools.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/debugging_tools.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:29	57944/57944	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:35%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/oop.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/oop.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:29	397927/397927	---M--	200	added ('OK')	image/png	etag:%22cc2a6-61267-49b3ccf978780%22	http://marakana.com/bookshelf/jboss_admin_tutorial/images/ClusteringArchitecture.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jboss_admin_tutorial/images/ClusteringArchitecture.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:32	27162/27162	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:39%20GMT	http://marakana.com/bookshelf/python_fundamentals_tutorial/easter_eggs.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/python_fundamentals_tutorial/easter_eggs.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:34	61070/61070	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:40%20GMT	http://marakana.com/bookshelf/jquery_tutorial/selections_and_dom_traversing.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jquery_tutorial/selections_and_dom_traversing.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:38	40003/40003	---M--	200	added ('OK')	image/png	etag:%2211a029-9c43-49d99141f5f00%22	http://marakana.com/bookshelf/jquery_tutorial/images/introduction_google_trends.png	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jquery_tutorial/images/introduction_google_trends.png	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
20:23:38	45059/45059	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202011%2014:53:44%20GMT	http://marakana.com/bookshelf/jquery_tutorial/table_of_contents.html	/home/atgadmin/websites/jboss_admin_tutorial/marakana.com/bookshelf/jquery_tutorial/table_of_contents.html	(from http://marakana.com/bookshelf/jboss_admin_tutorial/)
